description,title,content,url
"Tyto seriály byly v roce 2022 na Amazon Prime mezi českými diváky nejoblíbenější. Nerozlišujeme žánr, stáří ani hodnocení na filmových webech. Jde o oblíbenost, kterou sleduje web FlixPatrol a počítá z ní souhrnné žebříčky.",Nejlepší filmy a seriály na Amazon Prime v roce 2022. Všechny mají český dabing nebo titulky,"25. místo | Mumie
Dobrodruh Nick Morton na jedné své výprav v Iráku odkryje hrobku mumie Ahmanet z dob egyptské Nové íe. S pomocí archeoloky Jenny a éfa organizace Prodigium Henryho Jekylla musí mum… [+18683 chars]",https://avmania.zive.cz/amazon-prime-nejlepsi-filmy-serialy-2022
"Brytlyt, the world's first all-in-one browser-led platform that enables GPU in-database AI with deep learning capabilities, has become a Premier Partner of...",Brytlyt becomes NVIDIA Inception Premier Partner,"LONDON, Jan. 31, 2023 /PRNewswire/ -- Brytlyt, the world's first all-in-one browser-led platform that enables GPU in-database AI with deep learning capabilities, has become a Premier Partner of NVIDI… [+2525 chars]",https://finance.yahoo.com/news/brytlyt-becomes-nvidia-inception-premier-160000190.html
"The PlayStation Store January Sale was already pretty big. However, it seems Sony was not content with ‘pretty big,’ adding...
The post Here Is A Giant List Of Games PlayStation Just Added To Its Already Massive January Sale appeared first on Kotaku Australia…",Here Is A Giant List Of Games PlayStation Just Added To Its Already Massive January Sale,"The PlayStation Store January Sale was already pretty big. However, it seems Sony was not content with ‘pretty big,’ adding over a thousand new games and DLC packs to the sale overnight, and taking t… [+46291 chars]",https://www.kotaku.com.au/2023/01/list-of-games-playstation-added-to-already-massive-january-sale/
description,title,content,url
"Honorees at the annual event also included Austin Butler, Brendan Fraser, Michelle Yeoh, Colin Farrell, Bill Nighy and Steven Spielberg","Cate Blanchett Can’t Drive, Viola Davis Gives Awesome Speeches and Other Lessons From the 2022 Palm Springs Film Awards","An awards-season tradition returned to the California desert for the first time in three years on Thursday night, when Hollywood’s 2023 kicked off with the 34th annual Palm Springs International Film… [+5730 chars]",http://www.thewrap.com/cate-blanchett-viola-davis-palm-springs-film-awards-2023/
"Jadakiss and Swizz Beats have released a new song titled ""Hustle, Repeat"" to coincide with the season three premiere of MGM+'s Godfather of Harlem","Jadakiss & Swizz Beatz Join Forces On 'Hustle, Repeat': Listen","Jadakiss and Swizz Beatz have released a new song titled “Hustle, Repeat” to coincide with the season three premiere of MGM+’s Godfather of Harlem — check it out below.
The song was released on Frid… [+2302 chars]",https://hiphopdx.com/news/jadakiss-swizz-beatz-hustle-repeat
"There are plenty of upcoming streaming movies in 2023 to get excited about. Here, we offer the top 10 titles to look forward to.",The 10 streaming movies we can’t wait to watch in 2023,"As 2022 comes to an end and we celebrate the best streaming films of the year, its time to look ahead at what the new year will have in store. There are already plenty of announced streaming movies i… [+7096 chars]",https://www.androidauthority.com/upcoming-streaming-movies-in-2023-3257886/
"On Dec. 20, two Turkish air force A400M transport aircraft that had been stranded at an airfield just outside of Kyiv for 299 days took off and returned home. The planes, believed to have been used to shuttle Turkish drones and other weapons to Ukraine, h",Turkey supports Ukraine without alienating Russia,"On Dec. 20, two Turkish air force A400M transport aircraft that had been stranded at an airfield just outside of Kyiv for 299 days took off and returned home. The planes, believed to have been used t… [+19089 chars]",https://www.wpxi.com/news/national/turkey-supports/EXSVNURWFDE6O6FZVWKAHDXP2I/
GARY GOLDSMITH: Fat chance of Harry being invited to the King's Coronation now. I'd be happy if he never came back to this country. Why would the Royal Family want him here?,Kate Middleton's uncle Gary Goldsmith goes spare at the Duke of Sussex,What in heavens name was Harry thinking when he wrote his terrible book? Hes utterly deluded if he seriously believes it will bring him a step nearer to reconciliation which he claims to want with th… [+13183 chars],https://www.dailymail.co.uk/debate/article-11633497/Kate-Middletons-uncle-Gary-Goldsmith-goes-spare-Duke-Sussex.html
"Hours of ad-supported free content is available to stream, but a paid account may not be worth it to watch live sports or Yellowstone.","Peacock Review: Free TV May Hook You, But You'll Need a Paid Plan to See Everything","Since its launch in July 2020, Peacock, NBCUniversal's streaming service, has seen a bump in growth. After adding new episodes of NBC shows, Hallmark content and Days of Our Lives to the streaming pl… [+12254 chars]",https://www.cnet.com/tech/services-and-software/peacock-review-free-tv-may-hook-you-but-youll-need-a-paid-plan-to-see-everything/
"[Blue Topic] Here you'll find a list of hotfixes that address various issues related to World of Warcraft: Dragonflight, Wrath of the Lich King Classic, Burning Crusade Classic and WoW Classic. Some of the hotfixes below take effect the moment they were imple…","[EU] Hotfixes: January 13, 2023","Here you'll find a list of hotfixes that address various issues related to World of Warcraft: Dragonflight, Wrath of the Lich King Classic, Burning Crusade Classic and WoW Classic. Some of the hotfix… [+165447 chars]",https://www.bluetracker.gg/wow/topic/eu-en/23885941-hotfixes-january-11-2023/
"A sentencing hearing for former Hollywood mogul Harvey Weinstein over the rape of a woman in a Beverly Hills hotel room a decade ago was postponed on Monday. The Oscar-winning former producer, 70, is already serving a 23-year sentence for his 2020 conviction …",Weinstein sentencing in LA rape case postponed,"A sentencing hearing for former Hollywood mogul Harvey Weinstein over the rape of a woman in a Beverly Hills hotel room a decade ago was postponed on Monday.
The Oscar-winning former producer, 70, i… [+2121 chars]",https://japantoday.com/category/entertainment/weinstein-faces-sentencing-in-la-rape-case
"Tyto seriály byly v roce 2022 na Amazon Prime mezi českými diváky nejoblíbenější. Nerozlišujeme žánr, stáří ani hodnocení na filmových webech. Jde o oblíbenost, kterou sleduje web FlixPatrol a počítá z ní souhrnné žebříčky.",Nejlepší filmy a seriály na Amazon Prime v roce 2022. Všechny mají český dabing nebo titulky,"25. místo | Mumie
Dobrodruh Nick Morton na jedné své výprav v Iráku odkryje hrobku mumie Ahmanet z dob egyptské Nové íe. S pomocí archeoloky Jenny a éfa organizace Prodigium Henryho Jekylla musí mum… [+18683 chars]",https://avmania.zive.cz/amazon-prime-nejlepsi-filmy-serialy-2022
"В первой двадцатке нет «Гражданина Кейна» — зато есть «Звёздные войны», «Тёмный рыцарь» и «Крёстный отец».",Журнал Empire назвал 100 величайших фильмов всех времён,"Empire -100 . Empire.
 100-81
 «», «» « »
100. « » (Reservoir Dogs, 1992)
99. « » (Groundhog Day, 1993)
98. « 2» (Paddington 2, 2017)
97. «» (Amelie, 2001)
96. « » (Brokeback Mountain, 2005)
… [+3394 chars]",https://lifehacker.ru/empire-top-100-filmov-vsex-vremen/
"Bisher ist Tom Hanks stets vom Erfolg verwöhnt. So kann er unter anderem zwei Oscars sein Eigen nennen. Nun jedoch winkt ihm bei der Verleihung der ""Goldenen Himbeeren"" erstmals auch ein Spottpreis. Ebenso könnte sich Jared Leto zum zweiten Mal in Folge über …","Schmähpreis statt Oscar?: Tom Hanks droht die ""Goldene Himbeere""","Bisher ist Tom Hanks stets vom Erfolg verwöhnt. So kann er unter anderem zwei Oscars sein Eigen nennen. Nun jedoch winkt ihm bei der Verleihung der ""Goldenen Himbeeren"" erstmals auch ein Spottpreis. … [+2373 chars]",https://www.n-tv.de/leute/Tom-Hanks-droht-die-Goldene-Himbeere-article23863672.html
Forest Green Rovers appoint former Everton assistant manager Duncan Ferguson as their new head coach.,Forest Green appoint Ferguson as head coach,"Duncan Ferguson took charge of one game as Everton manager in January last year before Frank Lampard was appointed
Forest Green Rovers have appointed former Everton assistant manager Duncan Ferguson… [+1490 chars]",https://www.bbc.co.uk/sport/football/64413352
"Tyto seriály byly v roce 2022 na Amazon Prime mezi českými diváky nejoblíbenější. Nerozlišujeme žánr, stáří ani hodnocení na filmových webech. Jde o oblíbenost, kterou sleduje web FlixPatrol a počítá z ní souhrnné žebříčky.",Nejlepší filmy a seriály na Amazon Prime v roce 2022. Všechny mají český dabing nebo titulky,"25. místo | Mumie
Dobrodruh Nick Morton na jedné své výprav v Iráku odkryje hrobku mumie Ahmanet z dob egyptské Nové íe. S pomocí archeoloky Jenny a éfa organizace Prodigium Henryho Jekylla musí mum… [+18683 chars]",https://avmania.zive.cz/amazon-prime-nejlepsi-filmy-serialy-2022
"Brytlyt, the world's first all-in-one browser-led platform that enables GPU in-database AI with deep learning capabilities, has become a Premier Partner of...",Brytlyt becomes NVIDIA Inception Premier Partner,"LONDON, Jan. 31, 2023 /PRNewswire/ -- Brytlyt, the world's first all-in-one browser-led platform that enables GPU in-database AI with deep learning capabilities, has become a Premier Partner of NVIDI… [+2525 chars]",https://finance.yahoo.com/news/brytlyt-becomes-nvidia-inception-premier-160000190.html
"The PlayStation Store January Sale was already pretty big. However, it seems Sony was not content with ‘pretty big,’ adding...
The post Here Is A Giant List Of Games PlayStation Just Added To Its Already Massive January Sale appeared first on Kotaku Australia…",Here Is A Giant List Of Games PlayStation Just Added To Its Already Massive January Sale,"The PlayStation Store January Sale was already pretty big. However, it seems Sony was not content with ‘pretty big,’ adding over a thousand new games and DLC packs to the sale overnight, and taking t… [+46291 chars]",https://www.kotaku.com.au/2023/01/list-of-games-playstation-added-to-already-massive-january-sale/
"A new study from The Nature Conservancy (TNC) explores how we can make our cities work better for people and wildlife, challenging longstanding assumptions about the merit of green spaces in our communities.",New study explores the integration of wildlife and denser populations in urban planning,"Relationship between nature, biodiversity, and ecosystem provision. (a) The relationship between habitat area and avian species richness in New York City (La Sorte et al., 2020). (b) Conceptual drawi… [+3377 chars]",https://phys.org/news/2023-01-explores-wildlife-denser-populations-urban.html
description,title,content,url
"Honorees at the annual event also included Austin Butler, Brendan Fraser, Michelle Yeoh, Colin Farrell, Bill Nighy and Steven Spielberg","Cate Blanchett Can’t Drive, Viola Davis Gives Awesome Speeches and Other Lessons From the 2022 Palm Springs Film Awards","An awards-season tradition returned to the California desert for the first time in three years on Thursday night, when Hollywood’s 2023 kicked off with the 34th annual Palm Springs International Film… [+5730 chars]",http://www.thewrap.com/cate-blanchett-viola-davis-palm-springs-film-awards-2023/
"Jadakiss and Swizz Beats have released a new song titled ""Hustle, Repeat"" to coincide with the season three premiere of MGM+'s Godfather of Harlem","Jadakiss & Swizz Beatz Join Forces On 'Hustle, Repeat': Listen","Jadakiss and Swizz Beatz have released a new song titled “Hustle, Repeat” to coincide with the season three premiere of MGM+’s Godfather of Harlem — check it out below.
The song was released on Frid… [+2302 chars]",https://hiphopdx.com/news/jadakiss-swizz-beatz-hustle-repeat
"There are plenty of upcoming streaming movies in 2023 to get excited about. Here, we offer the top 10 titles to look forward to.",The 10 streaming movies we can’t wait to watch in 2023,"As 2022 comes to an end and we celebrate the best streaming films of the year, its time to look ahead at what the new year will have in store. There are already plenty of announced streaming movies i… [+7096 chars]",https://www.androidauthority.com/upcoming-streaming-movies-in-2023-3257886/
"On Dec. 20, two Turkish air force A400M transport aircraft that had been stranded at an airfield just outside of Kyiv for 299 days took off and returned home. The planes, believed to have been used to shuttle Turkish drones and other weapons to Ukraine, h",Turkey supports Ukraine without alienating Russia,"On Dec. 20, two Turkish air force A400M transport aircraft that had been stranded at an airfield just outside of Kyiv for 299 days took off and returned home. The planes, believed to have been used t… [+19089 chars]",https://www.wpxi.com/news/national/turkey-supports/EXSVNURWFDE6O6FZVWKAHDXP2I/
GARY GOLDSMITH: Fat chance of Harry being invited to the King's Coronation now. I'd be happy if he never came back to this country. Why would the Royal Family want him here?,Kate Middleton's uncle Gary Goldsmith goes spare at the Duke of Sussex,What in heavens name was Harry thinking when he wrote his terrible book? Hes utterly deluded if he seriously believes it will bring him a step nearer to reconciliation which he claims to want with th… [+13183 chars],https://www.dailymail.co.uk/debate/article-11633497/Kate-Middletons-uncle-Gary-Goldsmith-goes-spare-Duke-Sussex.html
"Hours of ad-supported free content is available to stream, but a paid account may not be worth it to watch live sports or Yellowstone.","Peacock Review: Free TV May Hook You, But You'll Need a Paid Plan to See Everything","Since its launch in July 2020, Peacock, NBCUniversal's streaming service, has seen a bump in growth. After adding new episodes of NBC shows, Hallmark content and Days of Our Lives to the streaming pl… [+12254 chars]",https://www.cnet.com/tech/services-and-software/peacock-review-free-tv-may-hook-you-but-youll-need-a-paid-plan-to-see-everything/
"[Blue Topic] Here you'll find a list of hotfixes that address various issues related to World of Warcraft: Dragonflight, Wrath of the Lich King Classic, Burning Crusade Classic and WoW Classic. Some of the hotfixes below take effect the moment they were imple…","[EU] Hotfixes: January 13, 2023","Here you'll find a list of hotfixes that address various issues related to World of Warcraft: Dragonflight, Wrath of the Lich King Classic, Burning Crusade Classic and WoW Classic. Some of the hotfix… [+165447 chars]",https://www.bluetracker.gg/wow/topic/eu-en/23885941-hotfixes-january-11-2023/
"A sentencing hearing for former Hollywood mogul Harvey Weinstein over the rape of a woman in a Beverly Hills hotel room a decade ago was postponed on Monday. The Oscar-winning former producer, 70, is already serving a 23-year sentence for his 2020 conviction …",Weinstein sentencing in LA rape case postponed,"A sentencing hearing for former Hollywood mogul Harvey Weinstein over the rape of a woman in a Beverly Hills hotel room a decade ago was postponed on Monday.
The Oscar-winning former producer, 70, i… [+2121 chars]",https://japantoday.com/category/entertainment/weinstein-faces-sentencing-in-la-rape-case
"Tyto seriály byly v roce 2022 na Amazon Prime mezi českými diváky nejoblíbenější. Nerozlišujeme žánr, stáří ani hodnocení na filmových webech. Jde o oblíbenost, kterou sleduje web FlixPatrol a počítá z ní souhrnné žebříčky.",Nejlepší filmy a seriály na Amazon Prime v roce 2022. Všechny mají český dabing nebo titulky,"25. místo | Mumie
Dobrodruh Nick Morton na jedné své výprav v Iráku odkryje hrobku mumie Ahmanet z dob egyptské Nové íe. S pomocí archeoloky Jenny a éfa organizace Prodigium Henryho Jekylla musí mum… [+18683 chars]",https://avmania.zive.cz/amazon-prime-nejlepsi-filmy-serialy-2022
"В первой двадцатке нет «Гражданина Кейна» — зато есть «Звёздные войны», «Тёмный рыцарь» и «Крёстный отец».",Журнал Empire назвал 100 величайших фильмов всех времён,"Empire -100 . Empire.
 100-81
 «», «» « »
100. « » (Reservoir Dogs, 1992)
99. « » (Groundhog Day, 1993)
98. « 2» (Paddington 2, 2017)
97. «» (Amelie, 2001)
96. « » (Brokeback Mountain, 2005)
… [+3394 chars]",https://lifehacker.ru/empire-top-100-filmov-vsex-vremen/
"Bisher ist Tom Hanks stets vom Erfolg verwöhnt. So kann er unter anderem zwei Oscars sein Eigen nennen. Nun jedoch winkt ihm bei der Verleihung der ""Goldenen Himbeeren"" erstmals auch ein Spottpreis. Ebenso könnte sich Jared Leto zum zweiten Mal in Folge über …","Schmähpreis statt Oscar?: Tom Hanks droht die ""Goldene Himbeere""","Bisher ist Tom Hanks stets vom Erfolg verwöhnt. So kann er unter anderem zwei Oscars sein Eigen nennen. Nun jedoch winkt ihm bei der Verleihung der ""Goldenen Himbeeren"" erstmals auch ein Spottpreis. … [+2373 chars]",https://www.n-tv.de/leute/Tom-Hanks-droht-die-Goldene-Himbeere-article23863672.html
Forest Green Rovers appoint former Everton assistant manager Duncan Ferguson as their new head coach.,Forest Green appoint Ferguson as head coach,"Duncan Ferguson took charge of one game as Everton manager in January last year before Frank Lampard was appointed
Forest Green Rovers have appointed former Everton assistant manager Duncan Ferguson… [+1490 chars]",https://www.bbc.co.uk/sport/football/64413352
"Tyto seriály byly v roce 2022 na Amazon Prime mezi českými diváky nejoblíbenější. Nerozlišujeme žánr, stáří ani hodnocení na filmových webech. Jde o oblíbenost, kterou sleduje web FlixPatrol a počítá z ní souhrnné žebříčky.",Nejlepší filmy a seriály na Amazon Prime v roce 2022. Všechny mají český dabing nebo titulky,"25. místo | Mumie
Dobrodruh Nick Morton na jedné své výprav v Iráku odkryje hrobku mumie Ahmanet z dob egyptské Nové íe. S pomocí archeoloky Jenny a éfa organizace Prodigium Henryho Jekylla musí mum… [+18683 chars]",https://avmania.zive.cz/amazon-prime-nejlepsi-filmy-serialy-2022
"Brytlyt, the world's first all-in-one browser-led platform that enables GPU in-database AI with deep learning capabilities, has become a Premier Partner of...",Brytlyt becomes NVIDIA Inception Premier Partner,"LONDON, Jan. 31, 2023 /PRNewswire/ -- Brytlyt, the world's first all-in-one browser-led platform that enables GPU in-database AI with deep learning capabilities, has become a Premier Partner of NVIDI… [+2525 chars]",https://finance.yahoo.com/news/brytlyt-becomes-nvidia-inception-premier-160000190.html
"The PlayStation Store January Sale was already pretty big. However, it seems Sony was not content with ‘pretty big,’ adding...
The post Here Is A Giant List Of Games PlayStation Just Added To Its Already Massive January Sale appeared first on Kotaku Australia…",Here Is A Giant List Of Games PlayStation Just Added To Its Already Massive January Sale,"The PlayStation Store January Sale was already pretty big. However, it seems Sony was not content with ‘pretty big,’ adding over a thousand new games and DLC packs to the sale overnight, and taking t… [+46291 chars]",https://www.kotaku.com.au/2023/01/list-of-games-playstation-added-to-already-massive-january-sale/
"A new study from The Nature Conservancy (TNC) explores how we can make our cities work better for people and wildlife, challenging longstanding assumptions about the merit of green spaces in our communities.",New study explores the integration of wildlife and denser populations in urban planning,"Relationship between nature, biodiversity, and ecosystem provision. (a) The relationship between habitat area and avian species richness in New York City (La Sorte et al., 2020). (b) Conceptual drawi… [+3377 chars]",https://phys.org/news/2023-01-explores-wildlife-denser-populations-urban.html
"El año 2022 se despide este sábado y lo hace siendo un año marcado por la pérdida de importantes nombres en los distintos ámbitos de la Cultura, desde la literatura, pasando por el cine, la música y comunicación, hasta la política, donde por ejemplo destaca e…","Javier Marías, José Guirao o Jesús Quintero, grandes pérdidas de la Cultura en 2022","MADRID, 31 Dic. (EUROPA PRESS) - 
   El año 2022 se despide este sábado y lo hace siendo un año marcado por la pérdida de importantes nombres en los distintos ámbitos de la Cultura, desde la literat… [+3981 chars]",https://www.europapress.es/cultura/noticia-javier-marias-jose-guirao-jesus-quintero-grandes-perdidas-cultura-2022-20221231112549.html
description,title,content,url
"Honorees at the annual event also included Austin Butler, Brendan Fraser, Michelle Yeoh, Colin Farrell, Bill Nighy and Steven Spielberg","Cate Blanchett Can’t Drive, Viola Davis Gives Awesome Speeches and Other Lessons From the 2022 Palm Springs Film Awards","An awards-season tradition returned to the California desert for the first time in three years on Thursday night, when Hollywood’s 2023 kicked off with the 34th annual Palm Springs International Film… [+5730 chars]",http://www.thewrap.com/cate-blanchett-viola-davis-palm-springs-film-awards-2023/
"Jadakiss and Swizz Beats have released a new song titled ""Hustle, Repeat"" to coincide with the season three premiere of MGM+'s Godfather of Harlem","Jadakiss & Swizz Beatz Join Forces On 'Hustle, Repeat': Listen","Jadakiss and Swizz Beatz have released a new song titled “Hustle, Repeat” to coincide with the season three premiere of MGM+’s Godfather of Harlem — check it out below.
The song was released on Frid… [+2302 chars]",https://hiphopdx.com/news/jadakiss-swizz-beatz-hustle-repeat
"There are plenty of upcoming streaming movies in 2023 to get excited about. Here, we offer the top 10 titles to look forward to.",The 10 streaming movies we can’t wait to watch in 2023,"As 2022 comes to an end and we celebrate the best streaming films of the year, its time to look ahead at what the new year will have in store. There are already plenty of announced streaming movies i… [+7096 chars]",https://www.androidauthority.com/upcoming-streaming-movies-in-2023-3257886/
"On Dec. 20, two Turkish air force A400M transport aircraft that had been stranded at an airfield just outside of Kyiv for 299 days took off and returned home. The planes, believed to have been used to shuttle Turkish drones and other weapons to Ukraine, h",Turkey supports Ukraine without alienating Russia,"On Dec. 20, two Turkish air force A400M transport aircraft that had been stranded at an airfield just outside of Kyiv for 299 days took off and returned home. The planes, believed to have been used t… [+19089 chars]",https://www.wpxi.com/news/national/turkey-supports/EXSVNURWFDE6O6FZVWKAHDXP2I/
GARY GOLDSMITH: Fat chance of Harry being invited to the King's Coronation now. I'd be happy if he never came back to this country. Why would the Royal Family want him here?,Kate Middleton's uncle Gary Goldsmith goes spare at the Duke of Sussex,What in heavens name was Harry thinking when he wrote his terrible book? Hes utterly deluded if he seriously believes it will bring him a step nearer to reconciliation which he claims to want with th… [+13183 chars],https://www.dailymail.co.uk/debate/article-11633497/Kate-Middletons-uncle-Gary-Goldsmith-goes-spare-Duke-Sussex.html
"Hours of ad-supported free content is available to stream, but a paid account may not be worth it to watch live sports or Yellowstone.","Peacock Review: Free TV May Hook You, But You'll Need a Paid Plan to See Everything","Since its launch in July 2020, Peacock, NBCUniversal's streaming service, has seen a bump in growth. After adding new episodes of NBC shows, Hallmark content and Days of Our Lives to the streaming pl… [+12254 chars]",https://www.cnet.com/tech/services-and-software/peacock-review-free-tv-may-hook-you-but-youll-need-a-paid-plan-to-see-everything/
"[Blue Topic] Here you'll find a list of hotfixes that address various issues related to World of Warcraft: Dragonflight, Wrath of the Lich King Classic, Burning Crusade Classic and WoW Classic. Some of the hotfixes below take effect the moment they were imple…","[EU] Hotfixes: January 13, 2023","Here you'll find a list of hotfixes that address various issues related to World of Warcraft: Dragonflight, Wrath of the Lich King Classic, Burning Crusade Classic and WoW Classic. Some of the hotfix… [+165447 chars]",https://www.bluetracker.gg/wow/topic/eu-en/23885941-hotfixes-january-11-2023/
"A sentencing hearing for former Hollywood mogul Harvey Weinstein over the rape of a woman in a Beverly Hills hotel room a decade ago was postponed on Monday. The Oscar-winning former producer, 70, is already serving a 23-year sentence for his 2020 conviction …",Weinstein sentencing in LA rape case postponed,"A sentencing hearing for former Hollywood mogul Harvey Weinstein over the rape of a woman in a Beverly Hills hotel room a decade ago was postponed on Monday.
The Oscar-winning former producer, 70, i… [+2121 chars]",https://japantoday.com/category/entertainment/weinstein-faces-sentencing-in-la-rape-case
"Tyto seriály byly v roce 2022 na Amazon Prime mezi českými diváky nejoblíbenější. Nerozlišujeme žánr, stáří ani hodnocení na filmových webech. Jde o oblíbenost, kterou sleduje web FlixPatrol a počítá z ní souhrnné žebříčky.",Nejlepší filmy a seriály na Amazon Prime v roce 2022. Všechny mají český dabing nebo titulky,"25. místo | Mumie
Dobrodruh Nick Morton na jedné své výprav v Iráku odkryje hrobku mumie Ahmanet z dob egyptské Nové íe. S pomocí archeoloky Jenny a éfa organizace Prodigium Henryho Jekylla musí mum… [+18683 chars]",https://avmania.zive.cz/amazon-prime-nejlepsi-filmy-serialy-2022
"В первой двадцатке нет «Гражданина Кейна» — зато есть «Звёздные войны», «Тёмный рыцарь» и «Крёстный отец».",Журнал Empire назвал 100 величайших фильмов всех времён,"Empire -100 . Empire.
 100-81
 «», «» « »
100. « » (Reservoir Dogs, 1992)
99. « » (Groundhog Day, 1993)
98. « 2» (Paddington 2, 2017)
97. «» (Amelie, 2001)
96. « » (Brokeback Mountain, 2005)
… [+3394 chars]",https://lifehacker.ru/empire-top-100-filmov-vsex-vremen/
"Bisher ist Tom Hanks stets vom Erfolg verwöhnt. So kann er unter anderem zwei Oscars sein Eigen nennen. Nun jedoch winkt ihm bei der Verleihung der ""Goldenen Himbeeren"" erstmals auch ein Spottpreis. Ebenso könnte sich Jared Leto zum zweiten Mal in Folge über …","Schmähpreis statt Oscar?: Tom Hanks droht die ""Goldene Himbeere""","Bisher ist Tom Hanks stets vom Erfolg verwöhnt. So kann er unter anderem zwei Oscars sein Eigen nennen. Nun jedoch winkt ihm bei der Verleihung der ""Goldenen Himbeeren"" erstmals auch ein Spottpreis. … [+2373 chars]",https://www.n-tv.de/leute/Tom-Hanks-droht-die-Goldene-Himbeere-article23863672.html
Forest Green Rovers appoint former Everton assistant manager Duncan Ferguson as their new head coach.,Forest Green appoint Ferguson as head coach,"Duncan Ferguson took charge of one game as Everton manager in January last year before Frank Lampard was appointed
Forest Green Rovers have appointed former Everton assistant manager Duncan Ferguson… [+1490 chars]",https://www.bbc.co.uk/sport/football/64413352
"Tyto seriály byly v roce 2022 na Amazon Prime mezi českými diváky nejoblíbenější. Nerozlišujeme žánr, stáří ani hodnocení na filmových webech. Jde o oblíbenost, kterou sleduje web FlixPatrol a počítá z ní souhrnné žebříčky.",Nejlepší filmy a seriály na Amazon Prime v roce 2022. Všechny mají český dabing nebo titulky,"25. místo | Mumie
Dobrodruh Nick Morton na jedné své výprav v Iráku odkryje hrobku mumie Ahmanet z dob egyptské Nové íe. S pomocí archeoloky Jenny a éfa organizace Prodigium Henryho Jekylla musí mum… [+18683 chars]",https://avmania.zive.cz/amazon-prime-nejlepsi-filmy-serialy-2022
"Brytlyt, the world's first all-in-one browser-led platform that enables GPU in-database AI with deep learning capabilities, has become a Premier Partner of...",Brytlyt becomes NVIDIA Inception Premier Partner,"LONDON, Jan. 31, 2023 /PRNewswire/ -- Brytlyt, the world's first all-in-one browser-led platform that enables GPU in-database AI with deep learning capabilities, has become a Premier Partner of NVIDI… [+2525 chars]",https://finance.yahoo.com/news/brytlyt-becomes-nvidia-inception-premier-160000190.html
"The PlayStation Store January Sale was already pretty big. However, it seems Sony was not content with ‘pretty big,’ adding...
The post Here Is A Giant List Of Games PlayStation Just Added To Its Already Massive January Sale appeared first on Kotaku Australia…",Here Is A Giant List Of Games PlayStation Just Added To Its Already Massive January Sale,"The PlayStation Store January Sale was already pretty big. However, it seems Sony was not content with ‘pretty big,’ adding over a thousand new games and DLC packs to the sale overnight, and taking t… [+46291 chars]",https://www.kotaku.com.au/2023/01/list-of-games-playstation-added-to-already-massive-january-sale/
"A new study from The Nature Conservancy (TNC) explores how we can make our cities work better for people and wildlife, challenging longstanding assumptions about the merit of green spaces in our communities.",New study explores the integration of wildlife and denser populations in urban planning,"Relationship between nature, biodiversity, and ecosystem provision. (a) The relationship between habitat area and avian species richness in New York City (La Sorte et al., 2020). (b) Conceptual drawi… [+3377 chars]",https://phys.org/news/2023-01-explores-wildlife-denser-populations-urban.html
"El año 2022 se despide este sábado y lo hace siendo un año marcado por la pérdida de importantes nombres en los distintos ámbitos de la Cultura, desde la literatura, pasando por el cine, la música y comunicación, hasta la política, donde por ejemplo destaca e…","Javier Marías, José Guirao o Jesús Quintero, grandes pérdidas de la Cultura en 2022","MADRID, 31 Dic. (EUROPA PRESS) - 
   El año 2022 se despide este sábado y lo hace siendo un año marcado por la pérdida de importantes nombres en los distintos ámbitos de la Cultura, desde la literat… [+3981 chars]",https://www.europapress.es/cultura/noticia-javier-marias-jose-guirao-jesus-quintero-grandes-perdidas-cultura-2022-20221231112549.html
"Lynette Hardaway, known to many as “Diamond” of the political and MAGA talk duo “Diamond and Silk,” has died, according to multiple reports.",Diamond of pro-Trump duo ‘Diamond and Silk’ has died at 51,"By Brian Linder, pennlive.com (TNS)
Lynette Hardaway, known to many as Diamond of the political and MAGA talk duo Diamond and Silk, has died, according to multiple reports.
She was 51.
No cause of… [+53940 chars]",https://roanoke.com/entertainment/diamond-of-pro-trump-duo-diamond-and-silk-has-died-at-51/article_d32a3377-f534-5dee-8f33-36f970373641.html
description,title,content,url
"Honorees at the annual event also included Austin Butler, Brendan Fraser, Michelle Yeoh, Colin Farrell, Bill Nighy and Steven Spielberg","Cate Blanchett Can’t Drive, Viola Davis Gives Awesome Speeches and Other Lessons From the 2022 Palm Springs Film Awards","An awards-season tradition returned to the California desert for the first time in three years on Thursday night, when Hollywood’s 2023 kicked off with the 34th annual Palm Springs International Film… [+5730 chars]",http://www.thewrap.com/cate-blanchett-viola-davis-palm-springs-film-awards-2023/
"Jadakiss and Swizz Beats have released a new song titled ""Hustle, Repeat"" to coincide with the season three premiere of MGM+'s Godfather of Harlem","Jadakiss & Swizz Beatz Join Forces On 'Hustle, Repeat': Listen","Jadakiss and Swizz Beatz have released a new song titled “Hustle, Repeat” to coincide with the season three premiere of MGM+’s Godfather of Harlem — check it out below.
The song was released on Frid… [+2302 chars]",https://hiphopdx.com/news/jadakiss-swizz-beatz-hustle-repeat
"There are plenty of upcoming streaming movies in 2023 to get excited about. Here, we offer the top 10 titles to look forward to.",The 10 streaming movies we can’t wait to watch in 2023,"As 2022 comes to an end and we celebrate the best streaming films of the year, its time to look ahead at what the new year will have in store. There are already plenty of announced streaming movies i… [+7096 chars]",https://www.androidauthority.com/upcoming-streaming-movies-in-2023-3257886/
